timestamp,price,percent_change_24h,volatility,log_return,volatility_7d,volatility_14d,volatility_30d,avg_abs_change_7d,avg_abs_change_14d,avg_abs_change_30d,parkinson_7d,eth_volatility_index
2025-02-23 16:00:00,2827.184408,2.27,2.27,0.022473888577778392,2.729896644742335,2.60680092710689,3.098600374153208,2.5300000000000002,2.3185714285714285,2.4876666666666667,1.6153182653797644,3.621971892124874
2025-02-24 16:00:00,2503.10342,-11.46,11.46,-0.1217499775569636,5.434115837858669,4.26484220817218,3.7524921161086273,3.7271428571428578,3.0621428571428573,2.8613333333333335,2.9811584071181225,5.194563961228948
2025-02-25 16:00:00,2495.315452,-0.31,0.31,-0.0031161751351992334,5.407856974382148,4.235303692679973,3.739519041396861,3.3942857142857146,2.9307142857142856,2.783333333333333,2.9211555210574227,5.048366132054272
2025-02-26 16:00:00,2325.853935,-6.79,6.79,-0.07032789940067698,5.69272332461217,4.297989535746413,3.9029739060095068,4.121428571428572,3.05,2.949,3.2802055464569766,5.198994767873206
2025-02-27 16:00:00,2305.322938,-0.88,0.88,-0.008866485589213545,5.560419431914828,4.2870937495099355,3.8833753877072037,4.105714285714286,2.9550000000000005,2.8763333333333336,3.2785896008709092,5.098546874754968
2025-02-28 16:00:00,2235.204209,-3.04,3.04,-0.030888177317105598,5.560517111811043,4.233851919285655,3.879455143338787,4.105714285714286,3.0414285714285714,2.936666666666667,3.2785896008709092,5.158354531071399
2025-03-01 16:00:00,2212.824351,-1.0,1.0,-0.01006290609440697,4.889289738186009,4.234828889138743,3.74780829564758,3.6785714285714284,3.0292857142857144,2.826666666666667,3.1591761997321894,5.1467001588550865
2025-03-02 16:00:00,2517.338239,13.76,13.76,0.12893240245113663,7.704045411267317,5.7057582808926695,4.53449301601071,5.32,3.925,3.2359999999999998,4.412536493593899,6.777879140446334
2025-03-03 16:00:00,2148.199533,-14.66,14.66,-0.15857202413800608,8.613797385281567,6.934245855768893,5.2412351015793535,5.777142857142857,4.752142857142857,3.5513333333333335,4.876179765312498,8.219265785027304
2025-03-04 16:00:00,2171.496944,1.08,1.08,0.010786700879140073,8.67994766196306,6.96790748973858,5.059305929083587,5.887142857142857,4.640714285714286,3.307666666666667,4.881831226249124,8.124668030583576
2025-03-05 16:00:00,2241.384115,3.22,3.22,0.0316768178526284,8.54662472871478,7.030680837412861,5.1081094409673256,5.377142857142857,4.7492857142857146,3.3973333333333335,4.68945631265187,8.264626132992145
2025-03-06 16:00:00,2202.320736,-1.74,1.74,-0.017581899152916153,8.55905128543535,6.998270577055503,5.053960437255705,5.5,4.8028571428571425,3.296,4.70181839708891,8.301992431384894
2025-03-07 16:00:00,2140.749809,-2.8,2.8,-0.02835553866624096,8.547566095631296,6.994443853799878,5.044578060731438,5.465714285714285,4.785714285714286,3.328333333333333,4.69413240625386,8.282936212614224
2025-03-08 16:00:00,2199.9995,2.77,2.77,0.02730098738842407,8.635402139823205,6.9304334698496435,5.0554003563236805,5.718571428571429,4.698571428571428,3.296666666666667,4.730612966423901,8.16378816349625
2025-03-09 17:00:00,2017.26546,-8.31,8.31,-0.08671427147553341,6.908499151909633,7.0732984462854045,5.255474136774564,4.9399999999999995,5.130000000000001,3.495333333333334,4.022588228216719,8.666649223142702
2025-03-10 17:00:00,1879.123105,-6.85,6.85,-0.07093762709871165,4.649614400103521,6.651538010489737,5.368972086076602,3.8242857142857143,4.800714285714285,3.7083333333333335,2.7432464945264905,8.126483290959154
2025-03-11 17:00:00,1921.309923,2.25,2.25,0.022201970457122168,4.789881342969261,6.736258330863243,5.401001058151887,3.991428571428571,4.939285714285714,3.7793333333333337,2.7795947892074646,8.307414879717335
2025-03-12 17:00:00,1910.655138,-0.55,0.55,-0.0055610175398621816,4.338361116238133,6.574675757858504,5.387425979108591,3.61,4.493571428571429,3.7626666666666666,2.6846793993830986,7.780909307500681
2025-03-13 17:00:00,1862.794937,-2.5,2.5,-0.025368173263611318,4.3327102634760255,6.579466336789275,5.390305128962823,3.718571428571429,4.609285714285714,3.7743333333333333,2.715425761597831,7.899018882680352
2025-03-14 17:00:00,1910.66627,2.57,2.57,0.025373999520453456,4.701266693142637,6.64790155140784,5.312478643486852,3.685714285714286,4.575714285714286,3.6893333333333334,2.7036824440009757,7.899665061418206
2025-03-15 17:00:00,1939.785688,1.52,1.52,0.015125483178498735,4.5328172914042915,6.685212347453537,5.3312361982002,3.507142857142857,4.612857142857143,3.6663333333333337,2.6520929273419904,7.955463316583911
2025-03-16 17:00:00,1887.764343,-2.68,2.68,-0.027184255263290463,3.459829325723681,5.373522480473181,5.3108232970612,2.7028571428571433,3.8214285714285716,3.694666666666666,1.9610113363458659,6.5081898116651615
2025-03-17 17:00:00,1929.183358,2.19,2.19,0.021703541195263725,2.2917587103680135,3.716271468000517,5.34686851967047,2.037142857142857,2.9307142857142856,3.7286666666666672,1.294221836599274,4.788850019714544
2025-03-18 17:00:00,1932.796406,0.19,0.19,0.0018710864763070638,2.1430282225281125,3.6897347495525867,5.352044023830233,1.7428571428571427,2.867142857142857,3.6943333333333332,1.18996881999558,4.71201023191915
2025-03-19 17:00:00,2060.728601,6.62,6.62,0.06409174079566697,3.16772105003157,4.044645469759118,5.475165404555753,2.61,3.11,3.812333333333333,1.9127163882420526,5.132322734879558
2025-03-20 17:00:00,1980.831781,-3.88,3.88,-0.03954276216692847,3.4684969333240847,4.134593781077504,5.493982404553024,2.807142857142857,3.262857142857143,3.853666666666667,2.0278385370863923,5.330154033395894
2025-03-21 17:00:00,1964.529383,-0.82,0.82,-0.008264131015858118,3.4330682293212185,4.091546449095347,5.470864832379195,2.557142857142857,3.1214285714285714,3.8243333333333336,1.9510146387724339,5.167201795976245
2025-03-22 17:00:00,1979.544926,0.76,0.76,0.007614266045682717,3.404010759659723,4.0006089910265645,5.468147709679989,2.448571428571429,2.9778571428571428,3.816666666666667,1.9279979013480433,4.978161638370425
2025-03-23 17:00:00,2001.047023,1.09,1.09,0.010803572138890495,3.1368078593329143,3.3044735381271484,5.46853155605386,2.2214285714285715,2.462142857142857,3.751666666666667,1.8461637689434751,4.114379626206431
2025-03-24 17:00:00,2077.739326,3.83,3.83,0.03760988507426453,3.3030799273303555,2.754203700666666,5.464025020361754,2.455714285714286,2.2464285714285714,3.7463333333333333,1.9791450005436755,3.623530421761904
2025-03-25 17:00:00,2068.598435,-0.44,0.44,-0.004409146738914943,3.339066475889256,2.734287365181285,5.431698286239173,2.491428571428571,2.117142857142857,3.6853333333333333,1.9811941078001483,3.4842865397334997
2025-03-26 17:00:00,2009.883543,-2.84,2.84,-0.0287945118244593,2.5756956854214104,2.872151154462925,5.024552190411132,1.9514285714285715,2.2807142857142857,3.398,1.4431438791966413,3.716789862945748
2025-03-27 17:00:00,2003.303424,-0.33,0.33,-0.0032792516026344675,2.040683055490691,2.759127210872958,5.0245060786607665,1.4442857142857144,2.125714285714286,3.3986666666666667,1.145687573283747,3.505277891150765
2025-03-28 17:00:00,1896.91736,-5.31,5.31,-0.054567403501252415,2.958290947715732,3.1137878925770752,4.964233397944538,2.085714285714286,2.3214285714285716,3.349333333333333,1.652499253653019,3.878322517717109
2025-03-29 17:00:00,1829.274521,-3.57,3.57,-0.03631067484307027,3.108112424945613,3.2167851608923934,4.993383318953626,2.487142857142857,2.4678571428571425,3.439,1.8323950886366718,4.07624972330334
2025-03-30 17:00:00,1805.337878,-1.31,1.31,-0.013171687344861667,2.952423097876087,3.1610520005235467,4.975470327020371,2.5185714285714282,2.37,3.381333333333333,1.8398034860672294,3.9505260002617737
2025-03-31 17:00:00,1824.207137,1.05,1.05,0.01039768286154574,2.2426500035338073,3.106538351666121,4.985310066310976,2.121428571428571,2.2885714285714287,3.383,1.6388625659600844,3.8418406044044895
2025-04-01 17:00:00,1907.167152,4.55,4.55,0.04447352742998723,3.2793062389791996,3.3662386165471654,4.398423209416298,2.708571428571428,2.6,3.076,1.934576943481768,4.283119308273583
2025-04-02 17:00:00,1795.761851,-5.84,5.84,-0.06018961316424032,3.7363824149796887,3.150798606936611,3.5272072237286727,3.1371428571428566,2.544285714285714,2.7819999999999996,2.2548379849288493,4.119685017754019
2025-04-03 17:00:00,1818.28442,1.25,1.25,0.012464068741480736,3.8713095560689004,3.079317010169345,3.530087361385826,3.2685714285714282,2.356428571428571,2.7876666666666665,2.27138522070328,3.8960870765132434
2025-04-04 17:00:00,1814.480775,-0.21,0.21,-0.0020940777538837234,3.4347438591023605,3.0804211560502552,3.45920423626565,2.54,2.3128571428571427,2.687333333333333,1.9257891906595628,3.8530677208822706
2025-04-05 17:00:00,1809.935827,-0.25,0.25,-0.002507962456498491,3.1707467181392066,3.058631541849506,3.4543126844165535,2.0657142857142854,2.2764285714285712,2.6376666666666666,1.7479146412382771,3.805744342353324
2025-04-06 17:00:00,1574.632161,-13.0,13.0,-0.13926969352361607,6.137357957242245,4.633655940554243,4.207326922472924,3.7357142857142853,3.1271428571428572,2.9776666666666665,3.4167936596637176,5.443970827419978
2025-04-07 17:00:00,1555.909813,-1.19,1.19,-0.011961233149960426,6.012542127092077,4.364890477754107,4.1471662089006225,3.755714285714286,2.9385714285714286,2.925,3.4191573665416652,5.121016667448482
2025-04-08 13:13:11,1464.4948,-5.88,5.88,-0.060550126700043026,5.327520769792375,4.460951334637303,4.008844087464116,3.9457142857142857,3.327142857142857,2.844,3.5221278068532027,5.557618524461509
