timestamp,price,percent_change_24h,volatility,log_return,volatility_12h,volatility_24h,volatility_48h,avg_abs_change_12h,avg_abs_change_24h,btc_volatility_index_hourly
2025-04-07 13:04:38,78046.942502,-0.54,0.54,-0.005377103770136823,1.101041566399675,1.089611795304148,0.8734579526896318,0.9500000000000001,0.8358333333333334,1.3806392309854074
2025-04-07 14:01:51,78824.845615,1.0,1.0,0.00991777423697682,1.0755512718214597,1.0875540327170279,0.8866943074451646,0.9208333333333334,0.8308333333333332,1.3746103496918471
2025-04-07 15:04:41,79172.281709,0.44,0.44,0.00439801229184688,1.074182316864327,1.0911719123467027,0.8901636313873205,0.9516666666666667,0.8458333333333333,1.3914192895066848
2025-04-07 16:04:50,79898.184736,0.92,0.92,0.009126874173222879,1.074978785602111,1.0713804349356089,0.9002016120976292,0.9533333333333333,0.8325000000000001,1.3681902174678044
2025-04-07 17:25:35,79462.142044,-0.55,0.55,-0.005472425778825536,1.0958660451711768,1.074473745487524,0.8995629816140503,0.985,0.8312500000000002,1.368486872743762
2025-04-07 18:04:42,78928.098667,-0.67,0.67,-0.006743412957030315,1.1259185026628145,1.084835998038667,0.9032658848870296,0.9958333333333335,0.8579166666666667,1.400334665686
2025-04-07 19:04:33,80678.709259,2.22,2.22,0.02193742010160345,1.2077403853534803,1.1713263707101715,0.9628805368164706,1.0491666666666668,0.9500000000000001,1.535663185355086
2025-04-07 20:06:03,79900.64903,-0.96,0.96,-0.009690738912869526,1.2244643903260652,1.188430378355611,0.9715709394583432,1.0408333333333333,0.9745833333333334,1.568798522511139
2025-04-07 21:04:58,79875.479936,-0.03,0.03,-0.00031505449995654583,1.176699557586328,1.1777587550995279,0.9714079153949168,0.9583333333333334,0.9483333333333334,1.5372127108830973
2025-04-07 22:09:37,80007.323411,0.17,0.17,0.0016492518535433061,1.083306115804723,1.1471532487174747,0.9713172638060152,0.8641666666666667,0.90875,1.4823266243587372
2025-04-07 23:04:47,79799.909146,-0.26,0.26,-0.002595807187798363,0.9244673396078553,1.150545898955947,0.971619935995303,0.7091666666666666,0.9108333333333335,1.486106282811307
2025-04-08 00:05:32,79411.293838,-0.49,0.49,-0.004881768022539455,0.9055298081006308,0.9808381521463893,0.9723371243013893,0.6875,0.8179166666666666,1.3083357427398612
2025-04-08 01:04:59,79446.760213,0.04,0.04,0.0004465165559423247,0.8836087846686156,0.9799832394614939,0.9725211126602339,0.6458333333333334,0.7979166666666667,1.2879082863974136
2025-04-08 02:07:43,79090.384785,-0.45,0.45,-0.004495804794101084,0.8560387176427249,0.959635240188446,0.9736950416229443,0.6,0.7604166666666669,1.2402342867608898
2025-04-08 03:05:19,78932.563304,-0.2,0.2,-0.0019974508181464946,0.8479419151971509,0.9622728114761439,0.9736217435183433,0.58,0.7658333333333335,1.2469697390714054
2025-04-08 04:03:54,78970.695637,0.05,0.05,0.00048298349251314337,0.7961523694837945,0.9489484234811185,0.9736081881542293,0.5075,0.7304166666666667,1.2048908784072259
2025-04-08 05:09:47,79860.584073,1.13,1.13,0.011205572972345196,0.8539418940274771,0.9687918854140359,0.9893540359744715,0.5558333333333333,0.7704166666666667,1.2548126093736847
2025-04-08 06:05:56,79830.812039,-0.04,0.04,-0.00037286961063408194,0.8246824529732003,0.966247119160701,0.9891950304423908,0.5033333333333333,0.7495833333333333,1.2327068929136837
2025-04-08 07:04:52,79839.364097,0.01,0.01,0.00010712154536475895,0.4940881859330749,0.9174368268388001,0.9875779283870055,0.31916666666666665,0.6841666666666667,1.1428850800860668
2025-04-08 08:04:43,78772.543536,-1.34,1.34,-0.013452163391619192,0.5623412984122023,0.9366862039739543,1.0022904907460954,0.35083333333333333,0.6958333333333333,1.1641764353203103
2025-04-08 09:09:32,78407.024188,-0.46,0.46,-0.0046509862852046726,0.5701199673110976,0.9175920903846115,1.003569165739836,0.38666666666666666,0.6725,1.1312960451923058
2025-04-08 10:07:11,77348.322623,-1.35,1.35,-0.013594626340010475,0.6558318227291338,0.9205681772387774,1.017270326758608,0.48500000000000004,0.6745833333333334,1.1348674219527222
2025-04-08 11:09:49,77268.014123,-0.1,0.1,-0.0010388101142746048,0.6578454545952237,0.8043218229246619,0.9802027277396248,0.4716666666666667,0.5904166666666667,0.9925775781289976
2025-04-08 12:09:43,77152.066259,-0.15,0.15,-0.0015017203138774228,0.6548223639484875,0.792098508063734,0.9515239139418713,0.44333333333333336,0.5654166666666667,0.9614659206985336
2025-04-08 13:13:00,76753.426342,-0.52,0.52,-0.005180332446219255,0.6526883804914059,0.7916038654785431,0.9422004965504214,0.48333333333333334,0.5645833333333333,0.9603852660726049
