timestamp,price,percent_change_24h,volatility,log_return,volatility_12h,volatility_24h,volatility_48h,avg_abs_change_12h,avg_abs_change_24h,eth_volatility_index_hourly
2025-04-06 21:04:50,1543.719599,-1.37,1.37,-0.013810632041113022,1.5944196116731786,1.2550960483206082,0.9676711812388207,1.4183333333333332,0.9166666666666666,1.5442146908269707
2025-04-06 22:06:57,1542.140501,-0.1,0.1,-0.0010234411714472337,1.6189920373253928,1.2517064349260154,0.9675146002308926,1.3358333333333332,0.9187500000000001,1.5446032174630078
2025-04-06 23:04:18,1539.134368,-0.19,0.19,-0.001951227385788945,1.3978088386704544,1.245095020543974,0.965988949899235,1.0541666666666665,0.9220833333333333,1.5446308436053202
2025-04-07 00:04:51,1431.731735,-6.98,6.98,-0.07233544459250103,2.2528121582779113,1.8274963766624848,1.3861542078041744,1.3608333333333331,1.1870833333333335,2.100831521664576
2025-04-07 01:04:56,1460.118897,1.98,1.98,0.019633153610820662,2.381309681329906,1.9160714901625253,1.4269393507257315,1.4874999999999998,1.2645833333333334,2.222619078414596
2025-04-07 02:04:54,1493.11563,2.26,2.26,0.02234709494333723,2.4103922184845064,2.0145055848751268,1.4771996752282848,1.405,1.35125,2.3585027924375632
2025-04-07 03:01:15,1487.765036,-0.36,0.36,-0.0035899456207263013,2.3793396906022757,2.013199064898566,1.4718050404961818,1.3683333333333332,1.3566666666666667,2.36326619911595
2025-04-07 04:04:05,1491.207959,0.23,0.23,0.002311484218707855,2.380565414458525,2.018402513165713,1.4743823663366815,1.2925,1.3641666666666667,2.373367923249523
2025-04-07 05:04:50,1486.01974,-0.35,0.35,-0.0034852720559927896,2.3581512269700107,2.014096308313404,1.4740489676644264,1.27,1.3783333333333332,2.385381487490035
2025-04-07 06:04:53,1515.676056,2.0,2.0,0.019760350818140225,2.4652231813372736,2.090695067395541,1.5131019343836984,1.4041666666666668,1.4404166666666667,2.485764200364437
2025-04-07 07:04:15,1555.620266,2.64,2.64,0.02601276997590406,2.6030045969279545,2.1806942297293244,1.5719042694075807,1.6016666666666666,1.4795833333333333,2.5699304481979954
2025-04-07 08:06:13,1574.762334,1.23,1.23,0.012230010858341075,2.6210416215987826,2.1907031719830354,1.5856752211931682,1.6408333333333331,1.4933333333333334,2.588684919324851
2025-04-07 09:04:36,1555.514589,-1.22,1.22,-0.01229794555417764,2.613882987889816,2.196099828613833,1.591540788308786,1.6283333333333336,1.5233333333333334,2.62138324764025
2025-04-07 10:04:49,1531.161143,-1.57,1.57,-0.015780051723468375,2.6567510996788344,2.203966438822105,1.601257745784885,1.7508333333333332,1.5433333333333332,2.6453165527443856
2025-04-07 11:04:47,1566.564815,2.31,2.31,0.02285884166649879,2.7404591834877716,2.171853935380612,1.643801178408505,1.9275,1.4908333333333335,2.5767603010236395
2025-04-07 12:04:59,1552.593922,-0.89,0.89,-0.00895817597433209,1.5337546466091876,2.0765405015034806,1.643847339199761,1.42,1.3904166666666666,2.428686917418407
2025-04-07 13:04:38,1543.627191,-0.58,0.58,-0.0057920644170638075,1.5151599225135939,2.0734678832873654,1.6439704451987855,1.3033333333333332,1.3954166666666667,2.4321506083103497
2025-04-07 14:01:44,1569.129008,1.65,1.65,0.016385727601757362,1.4605968474535616,1.9977464156006233,1.6650619767038564,1.2525,1.32875,2.3276232078003116
2025-04-07 15:04:36,1566.060939,-0.2,0.2,-0.001957182838191671,1.4534865575228708,1.9905220347734323,1.6635631601870693,1.2391666666666667,1.30375,2.299011017386716
2025-04-07 16:04:47,1577.914327,0.76,0.76,0.007540418203266224,1.4549053706759465,1.9829703833597216,1.668909646196353,1.2833333333333334,1.2879166666666666,2.279401858346527
2025-04-07 17:25:35,1559.033144,-1.2,1.2,-0.012038079176293934,1.5182707655420025,1.9939854895470768,1.6695388049627435,1.3541666666666667,1.3120833333333335,2.3090760781068718
2025-04-07 18:04:43,1545.996507,-0.84,0.84,-0.008397158847929803,1.4692995037467784,1.999422712798344,1.6697771555477303,1.2575,1.3308333333333333,2.3305446897325055
2025-04-07 19:04:31,1589.478188,2.81,2.81,0.02773708793666773,1.4958934438971114,2.0816642111236416,1.728436521417728,1.2716666666666667,1.4366666666666668,2.4774987722284876
2025-04-07 20:05:59,1587.433571,-0.13,0.13,-0.00128717285049137,1.4606448615757,2.075093471847511,1.7285520717840226,1.18,1.4104166666666667,2.447963402590422
2025-04-07 21:04:59,1582.938827,-0.28,0.28,-0.0028354694320902566,1.4089104553153105,2.053968510264829,1.727417289843446,1.1016666666666668,1.365,2.3919842551324146
2025-04-07 22:09:36,1593.740281,0.68,0.68,0.006800495272205543,1.3047137732432994,2.056749287436927,1.7323358197790393,1.0275,1.3891666666666664,2.41754131038513
2025-04-07 23:04:46,1589.508175,-0.27,0.27,-0.0026589872276629274,1.157249293241238,2.0572970626152247,1.7314710472509252,0.8574999999999999,1.3925,2.4211485313076127
2025-04-08 00:05:13,1576.408796,-0.82,0.82,-0.00827529835703868,1.1519495448142354,1.3557993828302122,1.7326187942778064,0.8516666666666667,1.1358333333333333,1.8137330247484393
2025-04-08 01:04:59,1568.603018,-0.5,0.5,-0.004963920321976824,1.1475748448063998,1.3251958552204888,1.7327455226410153,0.8450000000000001,1.0741666666666665,1.7367645942769108
2025-04-08 02:04:58,1565.414224,-0.2,0.2,-0.002034956960465101,1.0467567874860801,1.262283365659387,1.7327155807243892,0.7241666666666666,0.9883333333333333,1.619475016163027
2025-04-08 03:05:00,1567.986102,0.16,0.16,0.0016415895257434463,1.0464122198018784,1.2567692299247606,1.7339127520209945,0.7208333333333332,0.98,1.6083846149623802
2025-04-08 04:04:34,1567.461829,-0.03,0.03,-0.0003344166552425011,1.0198818996098526,1.2578164677238264,1.73396292364332,0.66,0.9716666666666667,1.6005749005285799
2025-04-08 05:09:48,1585.158743,1.13,1.13,0.011226913913254245,1.002709611923231,1.2653527113965806,1.7453227370359174,0.6541666666666667,1.0041666666666667,1.6368430223649568
2025-04-08 06:06:07,1570.898952,-0.9,0.9,-0.009036519236494447,1.0085328907362905,1.2325632670101068,1.7474917602382467,0.6591666666666667,0.9583333333333334,1.5746149668383866
2025-04-08 07:04:53,1566.582259,-0.27,0.27,-0.0027516950276137583,0.5727230585563833,1.1183066492200568,1.7343683722767251,0.44749999999999995,0.8595833333333333,1.4187366579433616
2025-04-08 08:04:31,1536.739371,-1.9,1.9,-0.01923346112602403,0.7739183392592023,1.1560650544759923,1.743110014375833,0.595,0.8874999999999998,1.465532527237996
2025-04-08 09:09:33,1530.232744,-0.42,0.42,-0.004243036139738192,0.7752002599875866,1.1333646321616286,1.7429356191161829,0.6066666666666667,0.8541666666666666,1.420848982747481
2025-04-08 10:03:25,1486.726731,-2.84,2.84,-0.02884296553100753,1.0178676753741385,1.2357613397053602,1.7793619723171898,0.7866666666666666,0.9070833333333334,1.5249640031860134
2025-04-08 11:09:47,1479.79022,-0.47,0.47,-0.004676544079403058,1.0138802156400124,1.1253058750619946,1.7112709912173392,0.8033333333333333,0.8304166666666667,1.393069604197664
2025-04-08 12:09:42,1474.096832,-0.38,0.38,-0.0038548495254018002,1.0127344910214093,1.1171160014185328,1.649608913946149,0.7666666666666666,0.8091666666666666,1.3677246673759331
2025-04-08 13:04:49,1465.476595,-0.58,0.58,-0.005864974578056308,1.0125605067854901,1.1172200048439846,1.647639302526727,0.7733333333333333,0.8091666666666667,1.367776669088659
2025-04-08 13:13:11,1464.4948,-0.07,0.07,-0.0006701738033496787,1.0177641189897413,1.046070731061776,1.5834998205486828,0.7625000000000001,0.7433333333333333,1.2663686988642213
